content_sha256,snapshot_id,source_file,scenario,segment,begin_frame,ground_truth,notes,motion_context,motion_notes
7BEE161BC5730539F1FB318871C8E8206EF5AAF144CCC39F1EB2E9950A75C6FA,太阳能板边缘中心旋转扫描:s1:b26,太阳能板边缘中心旋转扫描.txt,太阳能板边缘中心旋转扫描,1,2519,UNLABELED,,STATIONARY,NaN
285746A2CABBA5D0E16F424192C08AE7F191180AF8C1ADA0696FF17F7DCB5F43,太阳能板边缘中心旋转扫描:s1:b27,太阳能板边缘中心旋转扫描.txt,太阳能板边缘中心旋转扫描,1,2553,UNLABELED,,STATIONARY,NaN
110323AE35A6596EE7C630F417D45AF071F312DAED4B645795F544D13B34BDD1,太阳能板边缘中心旋转扫描:s1:b28,太阳能板边缘中心旋转扫描.txt,太阳能板边缘中心旋转扫描,1,2587,UNLABELED,,STATIONARY,NaN
045899872D1051AD00AEA82E2C55027DFD0619BDD73D1C416F995631742FA364,左转极限:s1:b2,左转极限.txt,左转极限,1,276,UNLABELED,,STATIONARY,NaN
75650D27EF457A3AEA56BB819449BFEDC5B30CFBE092F355B93960CD85F4EDC9,左转极限:s1:b3,左转极限.txt,左转极限,1,311,UNLABELED,,STATIONARY,NaN
4D9F030A7353B72E1C33C0BC8750DF4F171867591BAD6F773EFB3B7344ABC0FC,左转极限:s1:b4,左转极限.txt,左转极限,1,346,UNLABELED,,STATIONARY,NaN
1C4F987ED31939FD577D3B3228D1EFAAAA1316089B47F9F03A8AD6EE01517E66,左转极限:s1:b5,左转极限.txt,左转极限,1,381,UNLABELED,,TURN_LEFT,NaN
F17527B10B05DF6F7C2613CFCEDB6F7FEF07928FF96EE4E95623A3447CA66D7F,左转极限:s1:b6,左转极限.txt,左转极限,1,415,UNLABELED,,TURN_LEFT,NaN
506BA5D824C7953A54E844B1F667BAC4A8E1D3EBB92B994E8883969DEB2D2C3C,左转极限:s1:b7,左转极限.txt,左转极限,1,450,UNLABELED,,TURN_LEFT,NaN
D4036D94CEFF6BC951BA680BE76814C4EA3B451E39A471A8EC4C6E46F6597B45,左转极限:s1:b8,左转极限.txt,左转极限,1,484,UNLABELED,,TURN_LEFT,NaN
E4E1A780F22913998512151A7B5450D696569A0D59158D7D306DBE43422857CA,左转极限:s1:b9,左转极限.txt,左转极限,1,519,UNLABELED,,TURN_LEFT,NaN
DAEA405109D2EE3D2EB9DB81EEDA50921C2EA38576F86ECE4C37435A295B82F1,左转极限:s1:b10,左转极限.txt,左转极限,1,553,UNLABELED,,TURN_LEFT,NaN
90BE92A727B56BD90B097CCDDC77BA373B6B87A1BE406548A8DF74ED5BA6DC58,左转极限:s1:b11,左转极限.txt,左转极限,1,588,UNLABELED,,TURN_LEFT,NaN
909CCDC484128823CE965BDC7DA15C51F6F08F62C6D92897CE03EB0C47464E47,左转极限:s1:b12,左转极限.txt,左转极限,1,623,UNLABELED,,TURN_LEFT,NaN
C2D773FA65EF338A395526764030A6795387764D127C99F2ADEF9EA7126B2F49,左转极限:s1:b13,左转极限.txt,左转极限,1,658,UNLABELED,,TURN_LEFT,NaN
1F62F3A0170C6EB346E0A9D5FB670CF1B94F38AFC8F763AE3F74B17C4AB7A82C,左转极限:s1:b14,左转极限.txt,左转极限,1,691,UNLABELED,,TURN_LEFT,NaN
96AF894A23EA2D439731C333983503C269AEE98751BA4CF50490EA5A2AC7A95B,左转极限:s1:b15,左转极限.txt,左转极限,1,726,UNLABELED,,TURN_LEFT,NaN
DE0C0FBA8AF7FB4711E60D34DC9A37D886371793C5511AB8341D4C6C8E723CCA,左转极限:s1:b16,左转极限.txt,左转极限,1,761,UNLABELED,,TURN_LEFT,NaN
680FA16025D607574AEFAA3C60F3ED1F28F7861632738D67107B27390F774E4A,左转极限:s1:b17,左转极限.txt,左转极限,1,796,UNLABELED,,STATIONARY,NaN
38DE4B9185EF540518BB55A14462AE3CD7B611FB21C38B6F88F6DE597366D92A,左转极限:s1:b18,左转极限.txt,左转极限,1,831,UNLABELED,,STATIONARY,NaN
18C43016AECACF7B09C0B5B3BEAF76B14D66E61C763ABFEBE3CCA82289A24DAE,左转极限:s1:b19,左转极限.txt,左转极限,1,865,UNLABELED,,STATIONARY,NaN
0836BF8BBB73D9F1A24CF3650677501E401A17C36F38454D7533C2043A0C5D99,左转极限:s1:b20,左转极限.txt,左转极限,1,900,UNLABELED,,STATIONARY,NaN
EA4620B6DCC1FE253839D32BFBE91B1B8C8A59200811E8E803AC15C9B2829E45,左转极限:s1:b21,左转极限.txt,左转极限,1,934,UNLABELED,,TURN_LEFT,NaN
A00ECBC8EA9151C08DF72F99630765C2A695BF0C5D98375CA8D8B052562EF703,左转极限:s1:b22,左转极限.txt,左转极限,1,969,UNLABELED,,TURN_LEFT,NaN
6097A9D7F2BFD990C4B264FC394D55243D2A9E3AB9EF249D8507C47A4F34D2C7,左转极限:s1:b23,左转极限.txt,左转极限,1,1003,UNLABELED,,TURN_LEFT,NaN
25B2C0A88DFA518609A63C59A40CCD449B83A272F9E0F89F45D2F15B8CF0FCAF,左转极限:s1:b24,左转极限.txt,左转极限,1,1038,UNLABELED,,TURN_LEFT,NaN
B6C5A29C9F545834E8E0964BCA691F0334DE9ABFDF9CE4390AB994379B42E0B0,左转极限:s1:b25,左转极限.txt,左转极限,1,1073,UNLABELED,,TURN_LEFT,NaN
23FD1679ABBE02A19E6E937DAAB7A70870F0C1628AA4146B9FAAFA6C69449EEA,左转极限:s1:b26,左转极限.txt,左转极限,1,1108,UNLABELED,,TURN_LEFT,NaN
60EBE83AEE22AD9F36DB58B5BCB1C9210361ADC9A30BA55E31E8A07A3F490398,左转极限:s1:b27,左转极限.txt,左转极限,1,1141,UNLABELED,,TURN_LEFT,NaN
1F0993D7817E8C6CA216047BD9F5149A42761D94C0BAF44AAD5A0C583B973571,左转极限:s1:b28,左转极限.txt,左转极限,1,1176,UNLABELED,,TURN_LEFT,NaN
7217B1B4319F85FA3106B4A1DCCC55BE895EADF9AE16E3A75A3CC13C8A90D2D3,左转极限:s1:b29,左转极限.txt,左转极限,1,1211,UNLABELED,,TURN_LEFT,NaN
20E484847A066D0097F1606ACB5EAF749A527A9D7E61DC4DA231357F36347BF2,左转极限:s1:b30,左转极限.txt,左转极限,1,1246,UNLABELED,,TURN_LEFT,NaN
4E4921FBEE0C28933EABC72330A84588457ED34AA1947FDA5D4961EA00FBC87B,左转极限:s1:b31,左转极限.txt,左转极限,1,1281,UNLABELED,,STATIONARY,NaN
01E5D974BA54E744810064FD4BC41E3384AABE15CF87A2AA4025B17FD84D01E2,safe:s1:b1,safe.txt,safe,1,903,UNLABELED,,STATIONARY,NaN
AA061D0F55894CE25E41CB5B6A7974FB1960887947F235C1137A2EC38087CCC4,safe:s1:b2,safe.txt,safe,1,937,UNLABELED,,STATIONARY,NaN
3CBB69507B4785C31A389FC046C8FB2262F1EF2A7D78C6047A223B146F3963C1,safe:s1:b3,safe.txt,safe,1,971,UNLABELED,,STATIONARY,NaN
31302DD86F58EB5C0AAFBAAA93700E18CCDA93A7B6652EA02CC0F76323601E4D,safe:s1:b4,safe.txt,safe,1,1006,UNLABELED,,STATIONARY,NaN
9BE1479EA6552D68C8D6230DCCCDDD38502307A07F1E1C35C02FB73F44B08297,safe:s1:b5,safe.txt,safe,1,1041,UNLABELED,,STATIONARY,NaN
3A2C75AE31262DCCEF31A85E44AEC7EEEAC94F7CD93E9D09863C9606CB22DC90,safe:s1:b6,safe.txt,safe,1,1076,UNLABELED,,STATIONARY,NaN
07ABD7D92F44A93D68C9A1AA97C8659D82B00362234FA4EB8E4A4D0C5E38CE72,safe:s1:b7,safe.txt,safe,1,1111,UNLABELED,,STATIONARY,NaN
83F4F783FF75B5B40C269180AEDF3740413886B64718C2FC7BCB8135976F502A,safe:s1:b8,safe.txt,safe,1,1145,UNLABELED,,STATIONARY,NaN
B289217D88B55C1A1E6A6E920B4F23A1DCE458D18CAC0A530046EAC159C8F436,safe:s1:b9,safe.txt,safe,1,1179,UNLABELED,,STATIONARY,NaN
9C7E64C4A5B83AFD13E20541D8F108D8BB922344FD7F1EBF8F52696065764CEB,safe:s1:b10,safe.txt,safe,1,1214,UNLABELED,,STATIONARY,NaN
8DFF868C012B02F45FC6CE18CA5664EC7D6C7954C96E23FF10B7CFB9742B066B,safe:s1:b11,safe.txt,safe,1,1248,UNLABELED,,STATIONARY,NaN
022128C02132B85A8D3147993E17CFA91D5C571AFFB87FD2E0F71AEFA40547D2,safe:s1:b12,safe.txt,safe,1,1283,UNLABELED,,STATIONARY,NaN
B5A9853DF3B40EEE42DC9060C0665466758C2C90579D975F821EECB84B4C6DD5,safe:s1:b13,safe.txt,safe,1,1318,UNLABELED,,STATIONARY,NaN
F7A328D83ED433CC88ADC96FC92453E0C025AFFD546E49E23794F861B8F86807,safe:s1:b14,safe.txt,safe,1,1352,UNLABELED,,STATIONARY,NaN
32FC3A244F322621131E172C8FD29123CE1140299BD6BEFB37401A33A85331CE,safe:s1:b15,safe.txt,safe,1,1387,UNLABELED,,STATIONARY,NaN
822A4FA79FCA03E9A436BE3E90AF52EFE600A86537315829D9D2B620E7DD73E3,safe:s1:b16,safe.txt,safe,1,1421,UNLABELED,,STATIONARY,NaN
E5955E2EF3FD174BA66C7613055FBDA28B2382CE90DFC56A81A2BBC85F2B1C4B,safe:s1:b17,safe.txt,safe,1,1457,UNLABELED,,STATIONARY,NaN
FE6771C96F38C6BAC7F816917B6ECB4A595E308A636DFA81DBBCF4C8A58D6BE8,safe:s1:b18,safe.txt,safe,1,1491,UNLABELED,,STATIONARY,NaN
03C0764DEFAE5D16E3CB21FD228550E23D81CD0A3B55C18B0FF0F6C5D176335A,safe:s1:b19,safe.txt,safe,1,1525,UNLABELED,,STATIONARY,NaN
775CE9BC321F269B4D971E0499E86D4FC0623309762CD2658FD3829CEB70E087,safe:s1:b20,safe.txt,safe,1,1560,UNLABELED,,TURN_RIGHT,NaN
8B2EECC1061A9ED7364ED288641DF9546D68419758628B8982C925E301620176,safe:s1:b21,safe.txt,safe,1,1594,UNLABELED,,STATIONARY,NaN
177186C8707032A0475A4E7F87597CDD8219010688223F2397D306CF650764AC,safe:s1:b22,safe.txt,safe,1,1630,UNLABELED,,STATIONARY,NaN
8D6D2BF5BDADFE61E6A6D928AC17FDA6A214160FB74F192C6E3B7EAC19F0A2BD,safe:s1:b23,safe.txt,safe,1,1664,UNLABELED,,STATIONARY,NaN
FD9995A9FB161D666408A19D9F871B530D21F25E8BE1DAD36C4F5B6FE73E6C23,safe:s1:b24,safe.txt,safe,1,1698,UNLABELED,,STATIONARY,NaN
6FF5F1B766A3886C7D84302CF20B9A1AC11DAA1F88C815DEB2DC7C11A14AEAF3,safe:s1:b25,safe.txt,safe,1,1733,UNLABELED,,STATIONARY,NaN
265864FB9CE87250D3BE16CAD20E0252B007D1D163F0BA2771A88C88BCC2EB08,safe:s1:b26,safe.txt,safe,1,1768,UNLABELED,,STATIONARY,NaN
E11D15D8CF1C345B52E92AD9FAB7B3B0CF1459E561C4F2AB07A2F923DC52AD55,safe:s1:b27,safe.txt,safe,1,1803,UNLABELED,,STATIONARY,NaN
1C025ED51BB2A6EAC4CFF8A05BEFA2AE29D4304037A062936CC5C8878675E21C,safe:s1:b28,safe.txt,safe,1,1837,UNLABELED,,STATIONARY,NaN
5191C8E56FEA2081B546A84BE30A13E7C3EDD51547C8256C28A8C4DD285CFB00,safe:s1:b29,safe.txt,safe,1,1872,UNLABELED,,STATIONARY,NaN
857BB6F1491FDA9A687199F85566C04BC1A6F23FE73B87D8C18B48F6EF69524D,safe:s1:b30,safe.txt,safe,1,1906,UNLABELED,,STATIONARY,NaN
9637BC4693C56D89079E7A62B027D7CBFB35E9E5F59A6F07B94687C14692F2D7,safe:s1:b31,safe.txt,safe,1,1941,UNLABELED,,STATIONARY,NaN
9EB59CD2CC8EE2A55900836F6708A435D99C6A4F0CEF48AE2B7540CD0489A96B,safe:s1:b32,safe.txt,safe,1,1976,UNLABELED,,TURN_LEFT,NaN
B41B0BAE40AACF06371F339469CA3B5FFFF3512E8E1228993C20284C8230E5B5,safe:s1:b33,safe.txt,safe,1,2010,UNLABELED,,TURN_LEFT,NaN
22329579BB20A0689C2F2553FA0BCF4EF2D7014B5DA9F6FF31FF877466A8D784,safe:s1:b34,safe.txt,safe,1,2045,UNLABELED,,TURN_LEFT,NaN
4EC5AE4CF738C17BEDA3E9CD6F6B029BC97A639D8078271063FB656E5B6052D7,safe:s1:b35,safe.txt,safe,1,2080,UNLABELED,,TURN_RIGHT,NaN
E56E1AC0DDFC59DD6789EC8236D6722FE1845F137D660F54200258E1D06787E0,safe:s1:b36,safe.txt,safe,1,2114,UNLABELED,,STATIONARY,NaN
D2BA566B241D929C3EE1BF487591FCC69DB06FBE04B8372C86AF51F046B8322B,safe:s1:b37,safe.txt,safe,1,2149,UNLABELED,,TURN_RIGHT,NaN
B729A32BD08EB833FF6F299E33E95FC6323E6D699EAAB39922F5D4CE4AA60648,safe:s1:b38,safe.txt,safe,1,2183,UNLABELED,,TURN_RIGHT,NaN
1B902D16C08FEF61168DA2FD1BEA1878D6815F5F8A688E7C320B6AB967C4E827,safe:s1:b39,safe.txt,safe,1,2218,UNLABELED,,TURN_RIGHT,NaN
D94FCEFA96936CA5D97F3F50EC233B269C547F120ADE3F8948E64FDDEDF989C5,safe:s1:b40,safe.txt,safe,1,2252,UNLABELED,,TURN_RIGHT,NaN
C09E6E2B05F9B35698D478418D587CB5139D2F52BFCC290AAF17EA0ADADE31EE,safe:s1:b41,safe.txt,safe,1,2287,UNLABELED,,TURN_RIGHT,NaN
7D366B9D6B3758DB6BE0B19C7FADA2C470D00733D98F96BE6EB88A9E4BE86A18,safe:s1:b42,safe.txt,safe,1,2322,UNLABELED,,TURN_LEFT,NaN
B1DA4B49B0F5C548A76C182776E7304BEEFF99AE9E209F9DEC0BAD61314B6DD4,safe:s1:b43,safe.txt,safe,1,2356,UNLABELED,,STATIONARY,NaN
8DC0C9A99BEBC477258055BBCA637270DB867DB38C3B77D135B96511F3923E72,safe:s1:b44,safe.txt,safe,1,2391,UNLABELED,,STATIONARY,NaN
F275513D468CF5E73A01494A081B1763A1E7BA6FC7B973A978A3919DD7A3CAA8,safe:s1:b45,safe.txt,safe,1,2426,UNLABELED,,STATIONARY,NaN
A7925FE1A6D50ABD970421BC5FC23ECC079EC7B52FCFD19722BEBE357F4BB5F4,两太阳能板过度:s1:b2,两太阳能板过度.txt,两太阳能板过度,1,1032,UNLABELED,,STATIONARY,NaN
7DBF7184C21E7B1AADE56AE022CFBEA82ECB06817E4AD7CCD64F7452F881CA9D,两太阳能板过度:s1:b3,两太阳能板过度.txt,两太阳能板过度,1,1066,UNLABELED,,STATIONARY,NaN
F8BCC039403F519BE2AA6DBE7B2BD5CBC3388CED16DE1DD059A978FD815A9F97,两太阳能板过度:s1:b4,两太阳能板过度.txt,两太阳能板过度,1,1101,UNLABELED,,FORWARD,NaN
590DCC5E4F234B8D31C6C5FA941E3AAC01BC40EA80ADB44AC09DC070D531552C,两太阳能板过度:s1:b5,两太阳能板过度.txt,两太阳能板过度,1,1136,UNLABELED,,FORWARD,NaN
BFD138FE0AFDF87892B5B525BAC271854287DA929F606EE020FF5F16F91DA27E,两太阳能板过度:s1:b6,两太阳能板过度.txt,两太阳能板过度,1,1171,UNLABELED,,FORWARD,NaN
66D06291CF2B6029E288ADB92D9C581EF5DF4657CE9928E23A7433AF4EC46C65,两太阳能板过度:s1:b7,两太阳能板过度.txt,两太阳能板过度,1,1205,UNLABELED,,FORWARD,NaN
C4DD54F6AA64F7161AA18B32519CFDE2FCF6A33A72E2FCCB66D2248F241F8214,两太阳能板过度:s1:b8,两太阳能板过度.txt,两太阳能板过度,1,1240,UNLABELED,,FORWARD,NaN
42D6BD25AF33971DE4773DE927BA4CECC68278AABD74EAA43CB1FAF3AF796B49,两太阳能板过度:s1:b9,两太阳能板过度.txt,两太阳能板过度,1,1275,UNLABELED,,FORWARD,NaN
C644EBC0389BDA9FAB4F1CA4EA82FC606BBFAB00E466437847DE8B7651CC9CC3,两太阳能板过度:s1:b10,两太阳能板过度.txt,两太阳能板过度,1,1309,UNLABELED,,FORWARD,NaN
B2D01823770B7C53123908575DA5DEEF339C9C7ADA3AADD5229038E4E11D1CF3,两太阳能板过度:s1:b11,两太阳能板过度.txt,两太阳能板过度,1,1344,UNLABELED,,FORWARD,NaN
3DB53286AC18ACBFB02F8A86D41A6E2309EC3F9C0B96DFA1B89C6AB20C476105,两太阳能板过度:s1:b12,两太阳能板过度.txt,两太阳能板过度,1,1378,UNLABELED,,FORWARD,NaN
4C25A6B55D69A499CF502A68C37CF86D5DCD11A045E39EF0A257FB60E494FADA,两太阳能板过度:s1:b13,两太阳能板过度.txt,两太阳能板过度,1,1413,UNLABELED,,FORWARD,NaN
D3A69AE0C0437EF77DE53C048FB54D2698296E80A4F1583193BB30993799A7A8,两太阳能板过度:s1:b14,两太阳能板过度.txt,两太阳能板过度,1,1448,UNLABELED,,FORWARD,NaN
23BAEB3CB670697EF0357770771958D691EFF1C7C9A2AE1C247E31AB488F3A70,两太阳能板过度:s1:b15,两太阳能板过度.txt,两太阳能板过度,1,1482,UNLABELED,,FORWARD,NaN
D7FFC2D9B2E59C02386676A80E2C1B36070529397DC55E42B2C8AE054A1D27F0,两太阳能板过度:s1:b16,两太阳能板过度.txt,两太阳能板过度,1,1517,UNLABELED,,FORWARD,NaN
0EE05508C96F7CF000332B5788744C572638E830DEA8754CABF93E6623858812,两太阳能板过度:s1:b17,两太阳能板过度.txt,两太阳能板过度,1,1552,UNLABELED,,FORWARD,NaN
F3FAD2D2A5BBE246AA797CB13C95540DF4B89A4F3674B23DD4F95B084DA0FF98,两太阳能板过度:s1:b18,两太阳能板过度.txt,两太阳能板过度,1,1586,UNLABELED,,FORWARD,NaN
BCDCA939EC15E8F52DF665BCF8213D5B38E1E9F1B46867F64C1F64583A40BA9A,两太阳能板过度:s1:b19,两太阳能板过度.txt,两太阳能板过度,1,1621,UNLABELED,,FORWARD,NaN
F8F24313DECB9D9093FF2B2EF6958BFF28AEBEA6826D85C419615DCC2371F550,两太阳能板过度:s1:b20,两太阳能板过度.txt,两太阳能板过度,1,1655,UNLABELED,,FORWARD,NaN
24B399D5FF91A4EC3EF6F0161EB9450289483CC6DDC73E30CC2A4BE64618DB30,两太阳能板过度:s1:b21,两太阳能板过度.txt,两太阳能板过度,1,1690,UNLABELED,,FORWARD,NaN
16E7C9DB6D71BD262DFCA47034810D007039F85B00B7E744F2DC949D78CEAB0E,两太阳能板过度:s1:b22,两太阳能板过度.txt,两太阳能板过度,1,1724,UNLABELED,,FORWARD,NaN
6FC9A215C4385EACE4E81D896833857A7CCA728E0D89A4AFF63D04021FFC8D2B,两太阳能板过度:s1:b23,两太阳能板过度.txt,两太阳能板过度,1,1760,UNLABELED,,FORWARD,NaN
BD082AC4CAD931E5F63CE606AD5014CE1F35B980C4E3F92E04D54FEB335C717E,两太阳能板过度:s1:b24,两太阳能板过度.txt,两太阳能板过度,1,1794,UNLABELED,,FORWARD,NaN
F636042FE2B1CF92DED0B3857FBED9138E0B0375093BF975F19AA2D6B9742EFF,两太阳能板过度:s1:b25,两太阳能板过度.txt,两太阳能板过度,1,1828,UNLABELED,,FORWARD,NaN
90AFBB4C6C73809F23F66475441F5E16DC42266E7C07E143022E225935816AFE,两太阳能板过度:s1:b26,两太阳能板过度.txt,两太阳能板过度,1,1863,UNLABELED,,FORWARD,NaN
BB0F5C29E8BBD059522844127947F47BA7BBA8B80069E66219556A9198FB10FC,两太阳能板过度:s1:b27,两太阳能板过度.txt,两太阳能板过度,1,1897,UNLABELED,,FORWARD,NaN
3F48F58062481D12543E74FD6F750DE9A47C51CFF538E32021D62F5DDD836471,两太阳能板过度:s1:b28,两太阳能板过度.txt,两太阳能板过度,1,1933,UNLABELED,,STATIONARY,NaN
39C048AE17A112A5AD05CB71BE5E74EF0C5943DF8DFA32E3865C6F2D7ACC8674,两太阳能板过度:s1:b29,两太阳能板过度.txt,两太阳能板过度,1,1967,UNLABELED,,STATIONARY,NaN
12C269AB0ACF9DC37C3601C2994F54A310964902482BB80A8FC90F6B509AD559,两太阳能板过度:s1:b30,两太阳能板过度.txt,两太阳能板过度,1,2002,UNLABELED,,STATIONARY,NaN
AD7B2C12BFA253C7EAFE411004810F5DB81A2B0A1A09629E392D16B1C0D40A33,两太阳能板带角度过度:s1:b2,两太阳能板带角度过度.txt,两太阳能板带角度过度,1,654,EXCLUDED,Oblique crossing between two solar panels is outside the target operating scope,UNLABELED,NaN
3D846179A02C72C8D53EE169D45C83C8DE70304B1880A9FB854C80E8947426CC,两太阳能板带角度过度:s1:b3,两太阳能板带角度过度.txt,两太阳能板带角度过度,1,689,EXCLUDED,Oblique crossing between two solar panels is outside the target operating scope,UNLABELED,NaN
2943AE7F25AC9C6EDAC8120C9ADB84A538CDFB8242F99D1EBC89A02FB2DED095,两太阳能板带角度过度:s1:b4,两太阳能板带角度过度.txt,两太阳能板带角度过度,1,724,EXCLUDED,Oblique crossing between two solar panels is outside the target operating scope,UNLABELED,NaN
